Feature,Importance
osm_name_Marewood Crescent,1.3943053479143587e-05
osm_name_Erne Terrace (Rear),1.3935305616746783e-05
osm_name_Island Street,1.3902523350463018e-05
osm_name_Griffith Road,1.3902449142140812e-05
osm_name_Ailesbury Drive,1.388696561788354e-05
osm_ref_R807,1.383406510384913e-05
osm_name_Foxfield Lawn,1.3833156248496403e-05
osm_name_Kilnamanagh Road,1.3832265132494585e-05
osm_name_The Willows,1.3720213010748296e-05
osm_name_Grange Road,1.3575316314690455e-05
osm_name_The Crescent,1.3532935230780152e-05
osm_name_Britain Place,1.3525819099687528e-05
osm_name_Sandymount Road,1.3502244145604653e-05
osm_ref_R811,1.3487188749415625e-05
osm_name_Chelmsford Lane,1.3460847090063257e-05
osm_name_Beach Road,1.3413102861835125e-05
osm_name_Werburgh Street,1.3220545820945091e-05
osm_name_Tolka Valley View,1.3198846711991085e-05
osm_name_Bow Lane West,1.3194486675273072e-05
osm_name_Percy French Road,1.3185914336243933e-05
osm_name_Talbot Lane,1.3137619471865434e-05
osm_name_Breakwater Road South,1.3137059775891493e-05
osm_name_Clanawley Road,1.2909700767690134e-05
osm_name_St Joseph's Avenue,1.2840815453602745e-05
osm_name_Main Street,1.2805726910560692e-05
osm_name_Dunsink Avenue,1.2762211260551317e-05
osm_name_North Road,1.2452162112759615e-05
osm_name_York Street,1.2435211615972316e-05
osm_name_Howth Road,1.2203229382992377e-05
osm_name_Grove Park Avenue,1.219244515691232e-05
osm_name_Lorcan Green,1.199289479490758e-05
osm_name_Tolka Estate,1.1917125131672491e-05
osm_name_James's Place East,1.191128238393465e-05
osm_name_Millbrook Avenue,1.1898207565871265e-05
osm_name_William's Park,1.187734037116314e-05
osm_name_Ranelagh Road,1.1829537786607804e-05
osm_name_James Larkin Road,1.1828098904322889e-05
osm_name_Grove Lane,1.1784528580056169e-05
osm_name_Sydney Parade Avenue,1.1699574301322172e-05
osm_name_Annamore Court,1.1677342039705258e-05
osm_name_Dromard Road,1.1651543287882456e-05
osm_name_David Lloyd Riverview,1.1587857419280291e-05
osm_name_Con Colbert Road,1.1575719704981694e-05
osm_name_Griffith Parade,1.1415631552719636e-05
